Kategorie-ID;Erstellungsdatum;Shoppingwelt;"Unterkategorie 1";"Unterkategorie 2";"Unterkategorie 3";"Unterkategorie 4";"Unterkategorie 5";"Unterkategorie 6"
7956;05.11.2009;"Auto & Motorrad";"Autopflege & Motorradpflege"
52411;26.05.2011;"Haus & Garten";"Pflanzenpflege & Pflanzenschutz";Pflanzenschutz;Vogelabwehr;Vogelspikes
52416;26.05.2011;"Haus & Garten";"Pflanzenpflege & Pflanzenschutz";Pflanzenschutz;Vogelabwehr;"Weitere Vogelabwehr"
52421;26.05.2011;"Haus & Garten";"Pflanzenpflege & Pflanzenschutz";Pflanzenschutz;Vogelabwehr;"Vogelabwehr Zubehör"
49796;12.05.2011;"Haus & Garten";"Pflanzenpflege & Pflanzenschutz";Pflanzenschilder
50976;19.05.2011;"Haus & Garten";Saunas;Heimsaunas;Dampfbäder
2243;15.05.2008;"Haus & Garten";Saunas;Heimsaunas;"Finnische Saunas"
46696;25.03.2011;"Haus & Garten";Saunas;Heimsaunas;"Infrarot Saunas"
2241;15.05.2008;"Haus & Garten";Saunas;Saunaöfen
78191;18.03.2014;"Haus & Garten";Saunas;"Outdoor Saunas"
5767;25.11.2008;"Haus & Garten";Saunas;"Sauna Aufgüsse"
50986;19.05.2011;"Haus & Garten";Saunas;"Sauna Honig"
50981;19.05.2011;"Haus & Garten";Saunas;Saunasalz
50991;19.05.2011;"Haus & Garten";Saunas;"Sauna Steine"
2242;15.05.2008;"Haus & Garten";Saunas;Saunazubehör
51191;20.05.2011;"Haus & Garten";Sicherheitstechnik;Alarmanlagen;Alarmanlage
72056;28.09.2012;"Haus & Garten";Sicherheitstechnik;Alarmanlagen;"Blei Gel Akkus"
51201;20.05.2011;"Haus & Garten";Sicherheitstechnik;Alarmanlagen;Lichtschranken
51196;20.05.2011;"Haus & Garten";Sicherheitstechnik;Alarmanlagen;"Zubehör Alarmanlagen"
2247;15.05.2008;"Haus & Garten";Sicherheitstechnik;Bewegungsmelder
56281;05.08.2011;"Haus & Garten";Sicherheitstechnik;Brandschutz;Brandschutztüren
77205;12.09.2013;"Haus & Garten";Sicherheitstechnik;Brandschutz;"Brandschutz Dokumentenboxen"
47991;07.04.2011;"Haus & Garten";Sicherheitstechnik;Brandschutz;Feuerlöscher
77210;12.09.2013;"Haus & Garten";Sicherheitstechnik;Brandschutz;Feuerlöschdecken
77215;12.09.2013;"Haus & Garten";Sicherheitstechnik;Brandschutz;Feuerlöschspray
77220;12.09.2013;"Haus & Garten";Sicherheitstechnik;Brandschutz;Hitzemelder
2251;15.05.2008;"Haus & Garten";Sicherheitstechnik;Brandschutz;Rauchmelder
77230;12.09.2013;"Haus & Garten";Sicherheitstechnik;Brandschutz;"Rauchmelder Zubehör"
78296;22.05.2014;"Haus & Garten";Sicherheitstechnik;Brandschutz;Rettungsleitern
56276;05.08.2011;"Haus & Garten";Sicherheitstechnik;Brandschutz;Revisionstüren
51206;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Einbrecher täuschen"
51001;20.05.2011;"Haus & Garten";Sicherheitstechnik;Gasmelder
2249;15.05.2008;"Haus & Garten";Sicherheitstechnik;Glasbruchmelder
77225;12.09.2013;"Haus & Garten";Sicherheitstechnik;Kohlenmonoxidmelder
77190;10.09.2013;"Haus & Garten";Sicherheitstechnik;"Selbstverteidigung "
51186;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Aushebesicherungen
73021;19.11.2012;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Aussperrschutz
51101;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Codeschlösser
51111;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Fenstersicherungen
51106;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Funkschlüssel
51126;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;"Schloss Sets"
51136;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Schlösserzubehör
51116;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türketten
51151;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türriegel
51166;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türschlösser;Einsteckschlösser
51171;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türschlösser;Riegelschlösser
51176;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türschlösser;Schließzylinder
51181;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türschlösser;Kastenschlösser
51156;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Türspion
51121;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Vorhängeschlösser
51131;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;Zahlenschlösser
51146;20.05.2011;"Haus & Garten";Sicherheitstechnik;Sicherheitsschlösser;"Weitere Schlösser"
51091;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Sirenen & Alarme";Alarme
51096;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Sirenen & Alarme";Notfallsender
51081;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Sirenen & Alarme";Sirenen
51086;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Sirenen & Alarme";Sirenenattrappen
77785;25.11.2013;"Haus & Garten";Sicherheitstechnik;Spyware
51066;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;Bodentresore
51051;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;Datenschutztresore
51056;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;"Secure Safes"
51061;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;Wandtresore
45061;21.03.2011;"Haus & Garten";Sicherheitstechnik;Tresore;Waffenschränke
51076;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;Tresorzubehör
51071;20.05.2011;"Haus & Garten";Sicherheitstechnik;Tresore;"Weitere Tresore"
80895;11.04.2019;"Haus & Garten";Sicherheitstechnik;Tresore;Möbeltresore
51016;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";Digitalrekorder
50996;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";Gegensprechanlagen
51046;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";"Mini Kameras"
51041;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";"Security Werkzeug"
51006;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";Überwachungskameras
51026;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";"Überwachungskamera Attrappen"
51036;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";Überwachungsmonitore
51021;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";Überwachungszubehör
51011;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";"Video Türsprechanlagen"
51031;20.05.2011;"Haus & Garten";Sicherheitstechnik;"Videoüberwachung & Sprechanlagen";"Video Überwachungssets"
77200;12.09.2013;"Haus & Garten";Sicherheitstechnik;Wassermelder
77170;10.09.2013;"Haus & Garten";Sicherheitstechnik;"Weitere Sicherheitstechnik"
51266;20.05.2011;"Haus & Garten";Swimmingpools;Swimmingpool;"Badetonnen & Tauchbecken"
51256;20.05.2011;"Haus & Garten";Swimmingpools;Swimmingpool;Planschbecken
51261;20.05.2011;"Haus & Garten";Swimmingpools;Swimmingpool;Pools
2225;15.05.2008;"Haus & Garten";Swimmingpools;Whirlpools
51286;23.05.2011;"Haus & Garten";Swimmingpools;Poolpumpen
2221;15.05.2008;"Haus & Garten";Swimmingpools;"Pool Filteranlagen"
51291;23.05.2011;"Haus & Garten";Swimmingpools;Gegenstromanlagen
51276;20.05.2011;"Haus & Garten";Swimmingpools;Poolreiniger
2224;15.05.2008;"Haus & Garten";Swimmingpools;"Pool Wasserpflege"
5987;18.01.2009;"Haus & Garten";Swimmingpools;"Poolfolien & Solarfolien"
5992;18.01.2009;"Haus & Garten";Swimmingpools;Poolabdeckplanen
51296;23.05.2011;"Haus & Garten";Swimmingpools;Poolbau
51271;20.05.2011;"Haus & Garten";Swimmingpools;Poolzubehör
66245;05.12.2011;Heimwerker;Elektrowerkzeuge;"Akkuschrauber & Zubehör";Akkuschrauber
66250;05.12.2011;Heimwerker;Elektrowerkzeuge;"Akkuschrauber & Zubehör";"Akkuschrauber Sets"
66240;05.12.2011;Heimwerker;Elektrowerkzeuge;"Akkuschrauber & Zubehör";"Akkus für Akkuschrauber"
66255;05.12.2011;Heimwerker;Elektrowerkzeuge;"Akkuschrauber & Zubehör";"Akkuschrauber Zubehör"
65980;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Schlagbohrer
5005;08.07.2008;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Elektro-Säulenbohrmaschinen
5006;08.07.2008;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Tischbohrmaschinen
65975;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Magnetbohrmaschinen
65985;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Akku Bohrmaschinen"
66000;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Bohrhammer
66005;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Meißelhammer
66010;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Abbruchhammer
66030;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Kombihammer
66015;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Bohrköpfe
65995;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Bohrer Sets"
65990;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Bohrfutter & Bohrkronen"
66035;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Pumpen für Bohrmaschinen"
73186;04.12.2012;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;Bohrstaubfänger
66025;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Weiteres Bohrerzubehör"
66020;05.12.2011;Heimwerker;Elektrowerkzeuge;Bohrmaschinen;"Weitere Elektrobohrer"
66040;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Winkelschleifer
66055;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schwingschleifer
66045;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Multischleifer
66085;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Langhalssschleifer
66050;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Steinschleifer
66060;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schleifscheiben
66070;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schleifbänder
66080;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schleifstreifen
66075;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schleifstifte
66065;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;Schleifbürsten
66090;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;"Weitere Schleifmaschinen"
66095;05.12.2011;Heimwerker;Elektrowerkzeuge;Schleifmaschinen;"Weiteres Schleifzubehör"
7492;21.04.2009;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Stichsägen
65915;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Elektro Kreissägen";Handkreissägen
65910;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Elektro Kreissägen";Tischkreissägen
65925;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Elektro Kreissägen";Kappsägen
65920;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Elektro Kreissägen";Formatsägen
5007;08.07.2008;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Bandsägen
65930;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Säbelsägen
65935;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Dekupiersägen
65965;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Weitere Elektrosägen"
65945;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Stichsägeblätter
65955;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Kreissägeblätter
65940;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Sägebänder
65950;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Säbelsägeblätter
65970;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";Späneabsauganlagen
65960;05.12.2011;Heimwerker;Elektrowerkzeuge;"Elektro Sägen";"Elektrosägen Zubehör"
66215;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Bautrockner
66210;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Betonmischer
66230;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Bodenverdichter
66220;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Fugenschneider
66385;06.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Kräne
66225;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;Mörtelrührer
66235;05.12.2011;Heimwerker;Elektrowerkzeuge;Baumaschinen;"Weitere Baumaschinen"
7512;24.04.2009;Heimwerker;Elektrowerkzeuge;Biegemaschinen
66200;05.12.2011;Heimwerker;Elektrowerkzeuge;Drehmaschinen;Drehmaschine
66205;05.12.2011;Heimwerker;Elektrowerkzeuge;Drehmaschinen;Drehmaschinenzubehör
66120;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;Tischfräsen
66100;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;Oberfräsen
66125;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;Flachdübelfräsen
66105;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;Nutfräsen
66110;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;Fräser
66115;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;"Fräser Sets"
66130;05.12.2011;Heimwerker;Elektrowerkzeuge;Fräsen;"Weitere Fräsmaschinen"
66135;05.12.2011;Heimwerker;Elektrowerkzeuge;Hobeln;Hobelmaschinen
66140;05.12.2011;Heimwerker;Elektrowerkzeuge;Hobeln;Elektrohobel
66150;05.12.2011;Heimwerker;Elektrowerkzeuge;Hobeln;Akkuhobel
66145;05.12.2011;Heimwerker;Elektrowerkzeuge;Hobeln;"Hobel Sets"
66155;05.12.2011;Heimwerker;Elektrowerkzeuge;Hobeln;Hobelmesser
57671;17.08.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißgeräte
65890;05.12.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißbrenner
65880;05.12.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißgas
65885;05.12.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Stabelektroden
65900;05.12.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißhelme
64756;22.11.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißerbrillen
65895;05.12.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißdraht
57681;17.08.2011;Heimwerker;Elektrowerkzeuge;Schweißen;Schweißzubehör
37181;14.02.2011;Heimwerker;Elektrowerkzeuge;Löten;Lötstationen
65870;05.12.2011;Heimwerker;Elektrowerkzeuge;Löten;Lötlampen
37176;14.02.2011;Heimwerker;Elektrowerkzeuge;Löten;Lötpistolen
37171;14.02.2011;Heimwerker;Elektrowerkzeuge;Löten;Lötkolben
37186;14.02.2011;Heimwerker;Elektrowerkzeuge;Löten;"Löt Zubehör"
66160;05.12.2011;Heimwerker;Elektrowerkzeuge;"Fliesen schneiden";Fliesenschneider
66165;05.12.2011;Heimwerker;Elektrowerkzeuge;"Fliesen schneiden";Fliesenlochschneider
66175;05.12.2011;Heimwerker;Elektrowerkzeuge;"Fliesen schneiden";Steintrennmaschinen
66170;05.12.2011;Heimwerker;Elektrowerkzeuge;"Fliesen schneiden";Trennscheiben
7482;21.04.2009;Heimwerker;Elektrowerkzeuge;Kohlebürsten
66380;06.12.2011;Heimwerker;Elektrowerkzeuge;Gravurwerkzeug
66605;13.12.2011;Heimwerker;Elektrowerkzeuge;Kantenanleimmaschinen
66600;13.12.2011;Heimwerker;Elektrowerkzeuge;"Weitere Elektrowerkzeuge"
64371;22.11.2011;Heimwerker;Handwerkzeuge;"Brecheisen & Nageleisen";Brecheisen
64381;22.11.2011;Heimwerker;Handwerkzeuge;"Brecheisen & Nageleisen";Henkellocheisen
64376;22.11.2011;Heimwerker;Handwerkzeuge;"Brecheisen & Nageleisen";Nageleisen
64131;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;Flachschlitz
64126;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;Kreuzschlitz
64141;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;Torx
64136;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;"Sechskant Schraubendreher"
64151;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;"Winkel Schraubendreher"
64146;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;"Schraubendreher Satz"
64156;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;"Bit Sätze"
64256;21.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;Bit
64261;22.11.2011;Heimwerker;Handwerkzeuge;Schraubendreher;Handschlagschrauber
64211;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;"Schraubenschlüssel Sätze"
64181;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Gabelschlüssel
64166;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Blockschlüssel
64196;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Ringschlüssel
64191;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Ratschenringschlüssel
64201;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Hakenschlüssel
64186;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Kerzenschlüssel
64176;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Steckschlüssel
64171;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Stecknüsse
64206;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Stirnlochschlüssel
64246;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;Dreikantschlüssel
64221;21.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;"Schaltschrank Schlüssel"
64266;22.11.2011;Heimwerker;Handwerkzeuge;Schraubenschlüssel;"Weitere Schraubenschlüssel"
7497;21.04.2009;Heimwerker;Handwerkzeuge;Drehmomentschlüssel
64061;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Blindnietzangen
64076;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Bolzenschneider
64096;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Crimpzangen
64116;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Elektronikzangen
64091;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Kneifzangen
64086;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Kombizangen
64081;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Lochzangen
64121;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Monierzangen
64071;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Rohrzangen
64241;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Seitenschneider
64111;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Sicherungsringzangen
64101;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Spannzangen
64106;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Spitzzangen
64066;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Wasserpumpenzangen
64056;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;"Weitere Zangen"
64251;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Zangensortiment
64051;21.11.2011;Heimwerker;Handwerkzeuge;Zangen;Zangenzubehör
64326;22.11.2011;Heimwerker;Handwerkzeuge;Schleifen;Handschleifer
64336;22.11.2011;Heimwerker;Handwerkzeuge;Schleifen;Schleifklötze
64331;22.11.2011;Heimwerker;Handwerkzeuge;Schleifen;Schleifpapier
64271;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Meißel
64286;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Schlosserhammer
64296;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Latthammer
64291;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Schreinerhammer
64276;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Vorschlaghammer
64281;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Schonhammer
64301;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Holzhammer
64306;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Gummihammer
64311;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";Fäustel
64316;22.11.2011;Heimwerker;Handwerkzeuge;"Hammer & Meißel";"Weitere Hammer"
64446;22.11.2011;Heimwerker;Handwerkzeuge;"Feilen & Raspeln";Feilen
64441;22.11.2011;Heimwerker;Handwerkzeuge;"Feilen & Raspeln";Raspeln
64431;22.11.2011;Heimwerker;Handwerkzeuge;Entgrater
64411;22.11.2011;Heimwerker;Handwerkzeuge;Hobel
64391;22.11.2011;Heimwerker;Handwerkzeuge;Beitel
64401;22.11.2011;Heimwerker;Handwerkzeuge;Teppichmesser
64341;22.11.2011;Heimwerker;Handwerkzeuge;"Dornen & Ahle"
64426;22.11.2011;Heimwerker;Handwerkzeuge;Handbohrer
64416;22.11.2011;Heimwerker;Handwerkzeuge;"Japansägen & Feinsägen"
64406;22.11.2011;Heimwerker;Handwerkzeuge;"Werkzeug Scheren"
64476;22.11.2011;Heimwerker;Handwerkzeuge;Kabelwerkzeuge;Abisolierungswerkzeuge
64466;22.11.2011;Heimwerker;Handwerkzeuge;Kabelwerkzeuge;Kabelmesser
64486;22.11.2011;Heimwerker;Handwerkzeuge;Kabelwerkzeuge;Kabelscheren
64491;22.11.2011;Heimwerker;Handwerkzeuge;Kabelwerkzeuge;"Weiteres Kabelwerkzeug"
64451;22.11.2011;Heimwerker;Handwerkzeuge;"Klebepistolen & Leimzwingen"
64216;21.11.2011;Heimwerker;Handwerkzeuge;Knarren
64386;22.11.2011;Heimwerker;Handwerkzeuge;"Schneider & Schneidbrenner"
77540;09.10.2013;Heimwerker;Handwerkzeuge;Gewindewerkzeuge
77260;16.09.2013;Heimwerker;Handwerkzeuge;Heißluftgebläse
64356;22.11.2011;Heimwerker;Handwerkzeuge;"Spachtel & Handwerksschaber";Handwerksschaber
64351;22.11.2011;Heimwerker;Handwerkzeuge;"Spachtel & Handwerksschaber";Spachtel
64421;22.11.2011;Heimwerker;Handwerkzeuge;Zwingen
64361;22.11.2011;Heimwerker;Handwerkzeuge;"Handwerker Kellen"
64396;22.11.2011;Heimwerker;Handwerkzeuge;"Tackern & Klammern"
2349;15.05.2008;Heimwerker;Handwerkzeuge;"Handwerkzeug Sortiment"
64456;22.11.2011;Heimwerker;Handwerkzeuge;"Weiteres Handwerkzeug"
65790;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Bohrmaschinen"
65805;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Hammer"
65775;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Kompressoren"
65800;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Nagler"
65830;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Sandstrahler"
65780;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Schläuche"
65785;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Schleifer"
65795;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Schrauber"
65810;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Sets"
65815;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Spritzpistolen"
65770;30.11.2011;Heimwerker;Druckluftwerkzeuge;Reifenprüfer
65820;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Weitere Druckluftwerkzeuge"
65825;30.11.2011;Heimwerker;Druckluftwerkzeuge;"Druckluft Zubehör"
64681;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Werkbänke
64686;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Hobelbänke
66195;05.12.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Drehbänke
64656;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Schraubstöcke
64696;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Unterstellböcke
64691;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Hubwagen
64706;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Auffangwannen
64666;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Seilzüge
64701;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Schnellspannstützen
64721;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Rampen
64711;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;"Baulampen & Werkstattbeleuchtung"
64661;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Klebeband
64676;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;"Werkstatt Gurte"
64651;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;"Kabelrollen & Schlauchtrommeln"
64671;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Werkzeugverlängerungen
65755;30.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;Gummibänder
64716;22.11.2011;Heimwerker;Werkstattausstattung;Werkstattausrüstung;"Weitere Werkstattausrüstung"
64231;21.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeugkoffer
64636;22.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeugkästen
64631;22.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeugtaschen
64236;21.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeuggürtel
64641;22.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeughalter
64646;22.11.2011;Heimwerker;Werkstattausstattung;"Werkzeug Aufbewahrung";Werkzeugwagen
